Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
662,Mega Camerupt ex,MEG,22,Stage 1 Pokémon,Mega Pokémon ex,,Numel,340.0,{R},{W},,4.0,Volcanic Meteor,{R}●●●,280,Discard 2 Energy from this Pokémon.
663,Volcanion,MEG,25,Basic Pokémon,,,,130.0,{R},{W},,2.0,Singe,{R},,Your opponent’s Active Pokémon is now Burned.
663,Volcanion,MEG,25,Basic Pokémon,,,,130.0,{R},{W},,2.0,Backfire,{R}{R}●,130,Put 2 {R} Energy attached to this Pokémon into your hand.
664,Scorbunny,MEG,26,Basic Pokémon,,,,70.0,{R},{W},,1.0,Wild Kick,●,30,"Flip a coin. If tails, this attack does nothing."
665,Raboot,MEG,27,Stage 1 Pokémon,,,Scorbunny,100.0,{R},{W},,1.0,Jumping Kick,●,,This attack does 40 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
666,Cinderace,MEG,28,Stage 2 Pokémon,,,Raboot,160.0,{R},{W},,,[Ability] Explosiveness,,,"If this Pokémon is in your hand when you are setting up to play, you may put it face down in the Active Spot."
666,Cinderace,MEG,28,Stage 2 Pokémon,,,Raboot,160.0,{R},{W},,,Turbo Flare,●,50,"Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck."
667,Corphish,MEG,33,Basic Pokémon,,,,80.0,{W},{L},,2.0,Vise Grip,●,10,
667,Corphish,MEG,33,Basic Pokémon,,,,80.0,{W},{L},,2.0,Take Down,●●,30,This Pokémon also does 10 damage to itself.
668,Gimmighoul,MEG,67,Basic Pokémon,,,,70.0,{P},{D},{F},2.0,Slap,●,10,
669,Sandshrew,MEG,68,Basic Pokémon,,,,70.0,{F},{G},,1.0,Dig Claws,●,10,
669,Sandshrew,MEG,68,Basic Pokémon,,,,70.0,{F},{G},,1.0,Mud-Slap,{F}●,20,
670,Sandslash,MEG,69,Stage 1 Pokémon,,,Sandshrew,120.0,{F},{G},,1.0,Sand Attack,●●,50,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
670,Sandslash,MEG,69,Stage 1 Pokémon,,,Sandshrew,120.0,{F},{G},,1.0,Mud Shot,{F}●●,100,
671,Onix,MEG,70,Basic Pokémon,,,,120.0,{F},{G},,4.0,Bind,●●,30,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
671,Onix,MEG,70,Basic Pokémon,,,,120.0,{F},{G},,4.0,Strength,●●●●,100,
672,Tyrogue,MEG,71,Basic Pokémon,,,,30.0,{F},{P},,,Pow-Pow Punching,No cost,10,Flip a coin until you get tails. This attack does 30 more damage for each heads.
673,Makuhita,MEG,72,Basic Pokémon,,,,80.0,{F},{P},,2.0,Corkscrew Punch,{F},10,
673,Makuhita,MEG,72,Basic Pokémon,,,,80.0,{F},{P},,2.0,Confront,{F}{F},30,
674,Hariyama,MEG,73,Stage 1 Pokémon,,,Makuhita,150.0,{F},{P},,3.0,[Ability] Heave-Ho Catcher,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
674,Hariyama,MEG,73,Stage 1 Pokémon,,,Makuhita,150.0,{F},{P},,3.0,Wild Press,{F}{F}{F},210,This Pokémon also does 70 damage to itself.
675,Lunatone,MEG,74,Basic Pokémon,,,,110.0,{F},{G},,1.0,[Ability] Lunar Cycle,,,"Once during your turn, if you have Solrock in play, you may discard a Basic {F} Energy card from your hand in order to use this Ability. Draw 3 cards. You can’t use more than 1 Lunar Cycle Ability each turn."
675,Lunatone,MEG,74,Basic Pokémon,,,,110.0,{F},{G},,1.0,Power Gem,{F}{F},50,
676,Solrock,MEG,75,Basic Pokémon,,,,110.0,{F},{G},,1.0,Cosmic Beam,{F},70,"If you don’t have Lunatone on your Bench, this attack does nothing. This attack’s damage isn’t affected by Weakness or Resistance."
677,Riolu,MEG,76,Basic Pokémon,,,,80.0,{F},{P},,2.0,Accelerating Stab,{F},30,"During your next turn, this Pokémon can’t use Accelerating Stab."
678,Mega Lucario ex,MEG,77,Stage 1 Pokémon,Mega Pokémon ex,,Riolu,340.0,{F},{P},,2.0,Aura Jab,{F},130,Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like.
678,Mega Lucario ex,MEG,77,Stage 1 Pokémon,Mega Pokémon ex,,Riolu,340.0,{F},{P},,2.0,Mega Brave,{F}{F},270,"During your next turn, this Pokémon can’t use Mega Brave."
679,Croagunk,MEG,78,Basic Pokémon,,,,70.0,{F},{P},,1.0,Smack,{F},20,
680,Toxicroak,MEG,79,Stage 1 Pokémon,,,Croagunk,130.0,{F},{P},,1.0,Reckless Charge,{F},70,This Pokémon also does 20 damage to itself.
681,Marshadow,MEG,80,Basic Pokémon,,,,90.0,{F},{P},,1.0,Shadowy Side Kick,{F}{F},60,"If your opponent’s Pokémon is Knocked Out by damage from this attack, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
682,Stonjourner,MEG,81,Basic Pokémon,,,,130.0,{F},{G},,2.0,Stony Kick,{F},20,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
682,Stonjourner,MEG,81,Basic Pokémon,,,,130.0,{F},{G},,2.0,Boundless Power,{F}{F}●,140,"During your next turn, this Pokémon can’t use attacks."
683,Nacli,MEG,82,Basic Pokémon,,,,70.0,{F},{G},,2.0,Ram,●,10,
684,Naclstack,MEG,83,Stage 1 Pokémon,,,Nacli,110.0,{F},{G},,3.0,Rock Hurl,{F}●,50,This attack’s damage isn’t affected by Resistance.
685,Garganacl,MEG,84,Stage 2 Pokémon,,,Naclstack,180.0,{F},{G},,4.0,[Ability] Powerful a-Salt,,,Attacks used by your {F} Pokémon do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).
685,Garganacl,MEG,84,Stage 2 Pokémon,,,Naclstack,180.0,{F},{G},,4.0,Hammer In,{F}{F}●,130,
686,Crawdaunt,MEG,85,Stage 1 Pokémon,,,Corphish,130.0,{D},{G},,3.0,Vise Grip,●,30,
686,Crawdaunt,MEG,85,Stage 1 Pokémon,,,Corphish,130.0,{D},{G},,3.0,Cutting Riposte,{D}{D}●,130,"If this Pokémon has any damage counters on it, this attack can be used for {D}."
687,Mega Absol ex,MEG,86,Basic Pokémon,Mega Pokémon ex,,,280.0,{D},{G},,2.0,Terminal Period,{D}●,,"If your opponent’s Active Pokémon has exactly 6 damage counters on it, that Pokémon is Knocked Out."
687,Mega Absol ex,MEG,86,Basic Pokémon,Mega Pokémon ex,,,280.0,{D},{G},,2.0,Claw of Darkness,{D}{D}●,200,"Your opponent reveals their hand, and you discard a card you find there."
688,Spiritomb,MEG,87,Basic Pokémon,,,,80.0,{D},{G},,1.0,[Ability] Spiteful Swirl,,,"If your Active {D} Pokémon is damaged by an attack from your opponent’s Pokémon (even if your Active {D} Pokémon is Knocked Out), place 1 damage counter on the Attacking Pokémon."
688,Spiritomb,MEG,87,Basic Pokémon,,,,80.0,{D},{G},,1.0,Mountain Breaker,{D},10,Discard the top card of your opponent’s deck.
689,Yveltal,MEG,88,Basic Pokémon,,,,110.0,{D},{L},{F},,Clutch,{D},20,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
689,Yveltal,MEG,88,Basic Pokémon,,,,110.0,{D},{L},{F},,Dark Feather,{D}{D}●,110,
690,Nickit,MEG,89,Basic Pokémon,,,,70.0,{D},{G},,1.0,Darkness Fang,{D},20,
691,Thievul,MEG,90,Stage 1 Pokémon,,,Nickit,120.0,{D},{G},,1.0,Greedy Hunt,●,20,You may draw cards until you have 6 cards in your hand.
691,Thievul,MEG,90,Stage 1 Pokémon,,,Nickit,120.0,{D},{G},,1.0,Pitch-Black Fangs,{D}●,60,
692,Shroodle,MEG,91,Basic Pokémon,,,,60.0,{D},{F},,1.0,Poison Jab,{D}●,20,Your opponent’s Active Pokémon is now Poisoned.
693,Grafaiai,MEG,92,Stage 1 Pokémon,,,Shroodle,100.0,{D},{F},,1.0,Miraculous Paint,{D}●,90,"Flip a coin. If heads, choose a Special Condition. Your opponent’s Active Pokémon is now affected by that Special Condition."
694,Steelix,MEG,93,Stage 1 Pokémon,,,Onix,200.0,{M},{R},{G},4.0,Welcoming Tail,●●,40,"If you have exactly 6 Prize cards remaining, this attack does 200 more damage."
694,Steelix,MEG,93,Stage 1 Pokémon,,,Onix,200.0,{M},{R},{G},4.0,Skull Bash,{M}{M}●●,140,
695,Mega Mawile ex,MEG,94,Basic Pokémon,Mega Pokémon ex,,,270.0,{M},{R},{G},2.0,Gobble Down,{M}{M},80×,This attack does 80 damage for each Prize card you have taken.
695,Mega Mawile ex,MEG,94,Basic Pokémon,Mega Pokémon ex,,,270.0,{M},{R},{G},2.0,Huge Bite,{M}{M}●,260,"If your opponent’s Active Pokémon already has any damage counters on it, this attack’s base damage is 30."
696,Dialga,MEG,95,Basic Pokémon,,,,140.0,{M},{R},{G},2.0,Beam,{M},30,
696,Dialga,MEG,95,Basic Pokémon,,,,140.0,{M},{R},{G},2.0,Chrono Burst,{M}{M}●,80,You may shuffle all Energy attached to this Pokémon into your deck and have this attack do 80 more damage.
697,Tinkatink,MEG,96,Basic Pokémon,,,,70.0,{M},{R},{G},1.0,Beat,{M},20,
698,Tinkatuff,MEG,97,Stage 1 Pokémon,,,Tinkatink,90.0,{M},{R},{G},2.0,[Ability] Haphazard Hammer,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
698,Tinkatuff,MEG,97,Stage 1 Pokémon,,,Tinkatink,90.0,{M},{R},{G},2.0,Light Punch,{M},30,
699,Tinkaton,MEG,98,Stage 2 Pokémon,,,Tinkatuff,160.0,{M},{R},{G},2.0,Windup Swing,{M},-240,This attack does 60 less damage for each Energy attached to your opponent’s Active Pokémon.
700,Gholdengo,MEG,99,Stage 1 Pokémon,,,Gimmighoul,130.0,{M},{R},{G},2.0,All-You-Can-Grab,●,,"Flip a coin until you get tails. Search your deck for a number of cards up to the number of heads and put them into your hand. Then, shuffle your deck."
700,Gholdengo,MEG,99,Stage 1 Pokémon,,,Gimmighoul,130.0,{M},{R},{G},2.0,Speed Attack,{M}●●,100,
701,Spearow,MEG,102,Basic Pokémon,,,,60.0,{C},{L},{F},1.0,Pluck,●,10,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon."
702,Fearow,MEG,103,Stage 1 Pokémon,,,Spearow,100.0,{C},{L},{F},1.0,Repeating Drill,●,30×,Flip 5 coins. This attack does 30 damage for each heads.
703,Miltank,MEG,106,Basic Pokémon,,,,120.0,{C},{F},,2.0,Bellyful of Milk,●●,,"Flip 2 coins. If both of them are heads, heal all damage from 1 of your Pokémon."
703,Miltank,MEG,106,Basic Pokémon,,,,120.0,{C},{F},,2.0,Tackle,●●●,60,
704,Yungoos,MEG,109,Basic Pokémon,,,,70.0,{C},{F},,1.0,Collect,●,,Draw a card.
704,Yungoos,MEG,109,Basic Pokémon,,,,70.0,{C},{F},,1.0,Gnaw,●●,20,
705,Gumshoos,MEG,110,Stage 1 Pokémon,,,Yungoos,100.0,{C},{F},,1.0,[Ability] Evidence Gathering,,,"Once during your turn, you may use this Ability. Switch a card from your hand with the top card of your deck."
705,Gumshoos,MEG,110,Stage 1 Pokémon,,,Yungoos,100.0,{C},{F},,1.0,Bite,●●,50,
706,Tangela,MEG,6,Basic Pokémon,,,,80.0,{G},{R},,2.0,Poison Powder,{G},,Your opponent’s Active Pokémon is now Poisoned.
706,Tangela,MEG,6,Basic Pokémon,,,,80.0,{G},{R},,2.0,Hook,{G}●●,30,
707,Tangrowth,MEG,7,Stage 1 Pokémon,,,Tangela,150.0,{G},{R},,4.0,Absorb,{G}●,30,Heal 30 damage from this Pokémon.
707,Tangrowth,MEG,7,Stage 1 Pokémon,,,Tangela,150.0,{G},{R},,4.0,Pumped-Up Whip,{G}{G}●●,120,"If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 140 more damage."
708,Chikorita,MEG,8,Basic Pokémon,,,,70.0,{G},{R},,1.0,Razor Leaf,{G},20,
709,Bayleef,MEG,9,Stage 1 Pokémon,,,Chikorita,110.0,{G},{R},,2.0,Push Down,{G}●,50,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
710,Meganium,MEG,10,Stage 2 Pokémon,,,Bayleef,160.0,{G},{R},,2.0,[Ability] Wild Growth,,,Each Basic {G} Energy attached to all of your Pokémon provides {G}{G} Energy. The effect of Wild Growth doesn’t stack.
710,Meganium,MEG,10,Stage 2 Pokémon,,,Bayleef,160.0,{G},{R},,2.0,Solar Beam,{G}{G}●●,140,
711,Shuckle,MEG,11,Basic Pokémon,,,,80.0,{G},{R},,1.0,[Ability] Fermented Juice,,,"Once during your turn, if this Pokémon has any {G} Energy attached, you may use this Ability. Heal 30 damage from 1 of your Pokémon."
711,Shuckle,MEG,11,Basic Pokémon,,,,80.0,{G},{R},,1.0,Rollout,{G}●,30,
712,Nincada,MEG,16,Basic Pokémon,,,,50.0,{G},{R},,1.0,Scratch,●,20,
713,Ninjask,MEG,17,Stage 1 Pokémon,,,Nincada,80.0,{G},{R},,,[Ability] Cast-Off Shell,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Search your deck for a Shedinja and put it onto your Bench. Then, shuffle your deck."
713,Ninjask,MEG,17,Stage 1 Pokémon,,,Nincada,80.0,{G},{R},,,U-turn,{G}●,90,Switch this Pokémon with 1 of your Benched Pokémon.
714,Dhelmise,MEG,18,Basic Pokémon,,,,120.0,{G},{R},,2.0,Earthen Power,{G}●,30,"If you have a Stadium in play, this attack does 50 more damage."
715,Litleo,MEG,23,Basic Pokémon,,,,70.0,{R},{W},,2.0,Flare,{R}●,30,
716,Pyroar,MEG,24,Stage 1 Pokémon,,,Litleo,130.0,{R},{W},,2.0,[Ability] Intimidating Fang,,,"As long as this Pokémon is in the Active Spot, attacks used by your opponent’s Active Pokémon do 30 less damage (before applying Weakness and Resistance)."
716,Pyroar,MEG,24,Stage 1 Pokémon,,,Litleo,130.0,{R},{W},,2.0,Searing Flame,{R}●●,70,Your opponent’s Active Pokémon is now Burned.
717,Sizzlipede,MEG,29,Basic Pokémon,,,,80.0,{R},{W},,2.0,Ram,{R},10,
717,Sizzlipede,MEG,29,Basic Pokémon,,,,80.0,{R},{W},,2.0,Combustion,{R}{R}●,50,
718,Centiskorch,MEG,30,Stage 1 Pokémon,,,Sizzlipede,140.0,{R},{W},,3.0,Coiling Crush,●●,50,"Flip 2 coins. For each heads, discard an Energy from your opponent’s Active Pokémon."
718,Centiskorch,MEG,30,Stage 1 Pokémon,,,Sizzlipede,140.0,{R},{W},,3.0,Heat Crawler,{R}{R}●●,140,
719,Chi-Yu,MEG,31,Basic Pokémon,,,,110.0,{R},{W},,1.0,Scorching Earth,{R},40,"If your opponent has a Stadium in play, discard it. If you do, your opponent can’t play any Stadium cards from their hand during their next turn."
720,Mantine,MEG,32,Basic Pokémon,,,,110.0,{W},{L},,1.0,Call for Family,●,,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
720,Mantine,MEG,32,Basic Pokémon,,,,110.0,{W},{L},,1.0,Waterfall,{W}●,50,
721,Kyogre,MEG,34,Basic Pokémon,,,,150.0,{W},{L},,3.0,Riptide,{W},20×,"This attack does 20 damage for each Basic {W} Energy card in your discard pile. Then, shuffle those cards into your deck."
721,Kyogre,MEG,34,Basic Pokémon,,,,150.0,{W},{L},,3.0,Swirling Waves,{W}{W}●,130,Discard 2 Energy from this Pokémon.
722,Snover,MEG,35,Basic Pokémon,,,,90.0,{W},{M},,3.0,Beat,{W},10,
722,Snover,MEG,35,Basic Pokémon,,,,90.0,{W},{M},,3.0,Icy Snow,{W}{W},30,
723,Mega Abomasnow ex,MEG,36,Stage 1 Pokémon,Mega Pokémon ex,,Snover,350.0,{W},{M},,4.0,Hammer-lanche,{W}{W},100×,"Discard the top 6 cards of your deck, and this attack does 100 damage for each Basic {W} Energy card that you discarded in this way."
723,Mega Abomasnow ex,MEG,36,Stage 1 Pokémon,Mega Pokémon ex,,Snover,350.0,{W},{M},,4.0,Frost Barrier,{W}{W}{W},200,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
724,Clauncher,MEG,37,Basic Pokémon,,,,80.0,{W},{L},,2.0,Wave Splash,{W}{W},50,
725,Clawitzer,MEG,38,Stage 1 Pokémon,,,Clauncher,130.0,{W},{L},,2.0,[Ability] Fall Back to Reload,,,"Once during your turn, when this Pokémon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic {W} Energy cards from your hand to this Pokémon."
725,Clawitzer,MEG,38,Stage 1 Pokémon,,,Clauncher,130.0,{W},{L},,2.0,Aqua Launcher,{W}{W}{W},210,Discard all Energy from this Pokémon.
726,Sobble,MEG,39,Basic Pokémon,,,,70.0,{W},{L},,1.0,Surprise Attack,{W},30,"Flip a coin. If tails, this attack does nothing."
727,Drizzile,MEG,40,Stage 1 Pokémon,,,Sobble,100.0,{W},{L},,1.0,Double Stab,{W},30×,Flip 2 coins. This attack does 30 damage for each heads.
728,Inteleon,MEG,41,Stage 2 Pokémon,,,Drizzile,150.0,{W},{L},,1.0,Bring Down,{W},,"Choose a Pokémon in play (yours or your opponent’s) that has the least HP remaining, except for this Pokémon, and it is Knocked Out."
728,Inteleon,MEG,41,Stage 2 Pokémon,,,Drizzile,150.0,{W},{L},,1.0,Water Shot,{W},110,Discard an Energy from this Pokémon.
729,Snom,MEG,42,Basic Pokémon,,,,50.0,{W},{M},,1.0,Hide,{W},,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon."
730,Frosmoth,MEG,43,Stage 1 Pokémon,,,Snom,110.0,{W},{M},,2.0,Chilling Wings,{W},,This attack does 20 damage to each of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.) Your opponent’s Active Pokémon is now Asleep.
731,Eiscue,MEG,44,Basic Pokémon,,,,110.0,{W},{M},,1.0,Freezing Headbutt,●,20,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
731,Eiscue,MEG,44,Basic Pokémon,,,,110.0,{W},{M},,1.0,Tackle,{W}●●,90,
732,Magnemite,MEG,45,Basic Pokémon,,,,70.0,{L},{F},,1.0,Beam,{L},10,
733,Magneton,MEG,46,Stage 1 Pokémon,,,Magnemite,90.0,{L},{F},,2.0,Thunder Shock,{L},30,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
734,Magnezone,MEG,47,Stage 2 Pokémon,,,Magneton,160.0,{L},{F},,3.0,Upper Spark,{L},50,"If this Pokémon evolved from Magneton during this turn, this attack does 120 more damage."
734,Magnezone,MEG,47,Stage 2 Pokémon,,,Magneton,160.0,{L},{F},,3.0,Flashing Bolt,{L}{L},160,"During your next turn, this Pokémon can’t use Flashing Bolt."
735,Raikou,MEG,48,Basic Pokémon,,,,120.0,{L},{F},,1.0,Electro Fall,{L}{L},30,"If you have at least 4 {L} Energy in play, this attack does 90 more damage."
736,Electrike,MEG,49,Basic Pokémon,,,,70.0,{L},{F},,1.0,Thunder Jolt,{L},30,This Pokémon also does 10 damage to itself.
737,Mega Manectric ex,MEG,50,Stage 1 Pokémon,Mega Pokémon ex,,Electrike,330.0,{L},{F},,,Flash Ray,{L}{L},120,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
737,Mega Manectric ex,MEG,50,Stage 1 Pokémon,Mega Pokémon ex,,Electrike,330.0,{L},{F},,,Riotous Blasting,{L}{L}{L},200,You may discard all Energy from this Pokémon and have this attack do 130 more damage.
738,Pachirisu,MEG,51,Basic Pokémon,,,,70.0,{L},{F},,1.0,Electrified Incisors,{L},10,"During your opponent’s next turn, whenever they attach an Energy card from their hand to the Defending Pokémon, place 8 damage counters on that Pokémon."
739,Helioptile,MEG,52,Basic Pokémon,,,,70.0,{L},{F},,1.0,Double Scratch,●,10×,Flip 2 coins. This attack does 10 damage for each heads.
740,Heliolisk,MEG,53,Stage 1 Pokémon,,,Helioptile,120.0,{L},{F},,1.0,Dazzle Blast,●,20,Your opponent’s Active Pokémon is now Confused.
740,Heliolisk,MEG,53,Stage 1 Pokémon,,,Helioptile,120.0,{L},{F},,1.0,Head Bolt,{L}●,70,
741,Abra,MEG,54,Basic Pokémon,,,,50.0,{P},{D},{F},1.0,Teleportation Attack,{P},10,Switch this Pokémon with 1 of your Benched Pokémon.
742,Kadabra,MEG,55,Stage 1 Pokémon,,,Abra,80.0,{P},{D},{F},1.0,[Ability] Psychic Draw,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Draw 2 cards."
742,Kadabra,MEG,55,Stage 1 Pokémon,,,Abra,80.0,{P},{D},{F},1.0,Super Psy Bolt,{P},30,
743,Alakazam,MEG,56,Stage 2 Pokémon,,,Kadabra,140.0,{P},{D},{F},1.0,[Ability] Psychic Draw,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Draw 3 cards."
743,Alakazam,MEG,56,Stage 2 Pokémon,,,Kadabra,140.0,{P},{D},{F},1.0,Powerful Hand,{P},,Place 2 damage counters on your opponent’s Active Pokémon for each card in your hand.
744,Jynx,MEG,57,Basic Pokémon,,,,110.0,{P},{D},{F},1.0,Psychic,{P}{P},30,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.
745,Ralts,MEG,58,Basic Pokémon,,,,70.0,{P},{D},{F},1.0,Collect,●,,Draw a card.
745,Ralts,MEG,58,Basic Pokémon,,,,70.0,{P},{D},{F},1.0,Headbutt,{P},10,
746,Kirlia,MEG,59,Stage 1 Pokémon,,,Ralts,100.0,{P},{D},{F},1.0,Call Sign,{P},,"Search your deck for up to 3 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
746,Kirlia,MEG,59,Stage 1 Pokémon,,,Ralts,100.0,{P},{D},{F},1.0,Psyshot,{P},30,
747,Mega Gardevoir ex,MEG,60,Stage 2 Pokémon,Mega Pokémon ex,,Kirlia,360.0,{P},{D},{F},2.0,Overflowing Wishes,{P},,"For each of your Benched Pokémon, search your deck for a Basic {P} Energy card and attach it to that Pokémon. Then, shuffle your deck."
747,Mega Gardevoir ex,MEG,60,Stage 2 Pokémon,Mega Pokémon ex,,Kirlia,360.0,{P},{D},{F},2.0,Mega Symphonia,{P},50×,This attack does 50 damage for each {P} Energy attached to all of your Pokémon.
748,Shedinja,MEG,61,Stage 1 Pokémon,,,Nincada,60.0,{P},{D},{F},,[Ability] Fragile Husk,,,"If this Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon {ex}, your opponent can’t take any Prize cards for it."
748,Shedinja,MEG,61,Stage 1 Pokémon,,,Nincada,60.0,{P},{D},{F},,Damage Beat,{P},20×,This attack does 20 damage for each damage counter on your opponent’s Active Pokémon.
749,Spoink,MEG,62,Basic Pokémon,,,,70.0,{P},{D},{F},1.0,Triple Spin,{P},10×,Flip 3 coins. This attack does 10 damage for each heads.
750,Grumpig,MEG,63,Stage 1 Pokémon,,,Spoink,120.0,{P},{D},{F},2.0,[Ability] Energized Steps,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Look at the top 4 cards of your deck and attach any number of Basic Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck."
750,Grumpig,MEG,63,Stage 1 Pokémon,,,Spoink,120.0,{P},{D},{F},2.0,Psychic Sphere,{P}●●,60,
751,Xerneas,MEG,64,Basic Pokémon,,,,120.0,{P},{M},,1.0,Geo Gate,{P},,"Search your deck for up to 3 Basic {P} Pokémon and put them onto your Bench. Then, shuffle your deck."
751,Xerneas,MEG,64,Basic Pokémon,,,,120.0,{P},{M},,1.0,Bright Horns,{P}{P}●,120,"During your next turn, this Pokémon can’t use Bright Horns."
752,Greavard,MEG,65,Basic Pokémon,,,,80.0,{P},{D},{F},3.0,Stampede,{P},10,
752,Greavard,MEG,65,Basic Pokémon,,,,80.0,{P},{D},{F},3.0,Take Down,{P}●,40,This Pokémon also does 10 damage to itself.
753,Houndstone,MEG,66,Stage 1 Pokémon,,,Greavard,140.0,{P},{D},{F},3.0,Horrifying Bite,{P},30,"Flip a coin until you get tails. For each heads, choose a random card from your opponent’s hand. Your opponent reveals those cards and shuffles them into their deck."
753,Houndstone,MEG,66,Stage 1 Pokémon,,,Greavard,140.0,{P},{D},{F},3.0,Hammer In,{P}{P}●,130,
754,Mega Latias ex,MEG,100,Basic Pokémon,Mega Pokémon ex,,,280.0,Dragon,,,1.0,Strafe,●,40,You may switch this Pokémon with 1 of your Benched Pokémon.
754,Mega Latias ex,MEG,100,Basic Pokémon,Mega Pokémon ex,,,280.0,Dragon,,,1.0,Illusory Impulse,{R}{P}●,300,Discard all Energy from this Pokémon.
755,Latios,MEG,101,Basic Pokémon,,,,130.0,Dragon,,,1.0,[Ability] Lustrous Assist,,,"Once during your turn, when your Mega Latias {ex} moves from your Bench to the Active Spot, you may use this Ability. Move any amount of Energy from your Benched Pokémon to your Active Pokémon."
755,Latios,MEG,101,Basic Pokémon,,,,130.0,Dragon,,,1.0,Dragon Claw,{W}{P}●,130,
756,Mega Kangaskhan ex,MEG,104,Basic Pokémon,Mega Pokémon ex,,,300.0,{C},{F},,3.0,[Ability] Run Errand,,,"Once during your turn, if this Pokémon is in the Active Spot, you may use this Ability. Draw 2 cards. You can’t use more than 1 Run Errand Ability each turn."
756,Mega Kangaskhan ex,MEG,104,Basic Pokémon,Mega Pokémon ex,,,300.0,{C},{F},,3.0,Rapid-Fire Combo,●●●,200,Flip a coin until you get tails. This attack does 50 more damage for each heads.
757,Delibird,MEG,105,Basic Pokémon,,,,90.0,{C},{L},{F},1.0,Quick Gift,●,,"If you go first, you can use this attack during your first turn. Search your deck for a card and put it into your hand. Then, shuffle your deck."
757,Delibird,MEG,105,Basic Pokémon,,,,90.0,{C},{L},{F},1.0,Gentle Slap,●●,30,
758,Buneary,MEG,107,Basic Pokémon,,,,70.0,{C},{F},,1.0,Charm,●,,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance)."
758,Buneary,MEG,107,Basic Pokémon,,,,70.0,{C},{F},,1.0,Skip,●,10,
759,Lopunny,MEG,108,Stage 1 Pokémon,,,Buneary,110.0,{C},{F},,1.0,Dashing Kick,●,,This attack does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
759,Lopunny,MEG,108,Stage 1 Pokémon,,,Buneary,110.0,{C},{F},,1.0,Spiral Kick,●●,60,
760,Stufful,MEG,111,Basic Pokémon,,,,70.0,{C},{F},,2.0,Light Punch,●,10,
760,Stufful,MEG,111,Basic Pokémon,,,,70.0,{C},{F},,2.0,Flop,●●,20,
761,Bewear,MEG,112,Stage 1 Pokémon,,,Stufful,130.0,{C},{F},,3.0,Knuckle Punch,●●,50,
761,Bewear,MEG,112,Stage 1 Pokémon,,,Stufful,130.0,{C},{F},,3.0,Hyper Lariat,●●●,100,"Flip 2 coins. If both of them are heads, this attack does 100 more damage."
762,Snubbull,PFL,37,Basic Pokémon,,,,70.0,{P},{M},,1.0,Tackle,{P}●,20,
